"idvisitas","idvalidacion","iduser","idgeo","fvisita","idobs1","idobs2","idviento","temperatura","idnubes","observaciones","fcreacion","fmodificacion","ptf","protocolo","ffin"
4111,NULL,NULL,"85","2011-04-26 10:50:00",2,4,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2013-02-01 13:19:52.469807","2013-02-01 13:19:52.469807","37-85-20110426",37,"2011-04-26 11:00:00"
4112,NULL,NULL,"84","2011-04-19 10:50:00",2,11,8,NULL,5,"GPS:no def.- Cámara: Fujifilm MA","2013-02-01 13:31:55.036589","2013-02-01 13:31:55.036589","37-84-20110419",37,"2011-04-19 10:00:00"
4113,NULL,NULL,"87","2011-04-19 13:45:00",2,11,8,NULL,5,"GPS:no def.- Cámara: Fujifilm MA","2013-02-01 13:55:03.856116","2013-02-01 13:55:03.856116","37-87-20110419",37,"2011-04-19 13:55:00"
4114,NULL,NULL,"85","2011-04-19 11:36:00",2,11,8,NULL,5,"GPS:no def.- Cámara: Fujifilm MA","2013-02-01 13:40:09.391021","2013-02-01 13:56:59.568685","37-85-20110419",37,"2011-04-19 11:50:00"
4115,NULL,NULL,"84","2011-04-12 10:10:00",2,16,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2014-02-01 07:45:58.831357","2014-02-01 07:45:58.831357","37-84-20110412",37,"2011-04-12 10:35:00"
4116,NULL,NULL,"85","2011-04-12 11:15:00",2,16,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2014-02-01 07:50:30.456672","2014-02-01 07:50:30.456672","37-85-20110412",37,"2011-04-12 11:45:00"
4117,NULL,NULL,"87","2011-04-12 13:20:00",2,16,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2014-02-01 07:57:13.591777","2014-02-01 07:57:13.591777","37-87-20110412",37,"2011-04-12 13:40:00"
4118,NULL,NULL,"84","2011-04-05 00:00:00",2,16,8,NULL,5,"GPS:no def.- Cámara: no def.","2014-02-01 08:15:30.448469","2014-02-01 08:15:30.448469","37-84-20110405",37,"2011-04-05 00:00:00"
4119,NULL,NULL,"85","2011-04-05 00:00:00",2,16,8,NULL,5,"GPS:no def.- Cámara: no def.","2014-02-01 08:20:11.092053","2014-02-01 08:20:11.092053","37-85-20110405",37,"2011-04-05 00:00:00"
4120,NULL,NULL,"87","2011-04-05 12:55:00",2,16,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2014-02-01 08:56:15.598755","2014-02-01 08:56:15.598755","37-87-20110405",37,"2011-04-05 13:15:00"
4121,NULL,NULL,"87","2011-01-17 11:31:00",2,11,8,NULL,5,"GPS:no def.- Cámara: Fujifilm MA","2014-02-01 09:16:13.74158","2014-02-01 09:16:13.74158","37-87-20110117",37,"2011-01-17 11:45:00"
4122,NULL,NULL,"84","2011-01-17 09:45:00",2,11,8,NULL,5,"GPS:no def.- Cámara: Fujifilm MA","2014-02-01 09:41:49.190638","2014-02-01 09:41:49.190638","37-84-20110117",37,"2011-01-17 09:55:00"
4123,NULL,NULL,"85","2011-01-17 10:15:00",2,11,8,NULL,5,"GPS:no def.- Cámara: Fujifilm MA","2014-02-01 09:45:11.500232","2014-02-01 09:45:11.500232","37-85-20110117",37,"2011-01-17 10:15:00"
4124,NULL,NULL,"87","2011-01-24 11:15:00",2,0,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2014-02-01 09:54:49.297866","2014-02-01 09:54:49.297866","37-87-20110124",37,"2011-01-24 11:40:00"
4125,NULL,NULL,"85","2011-01-25 10:30:00",2,4,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2014-02-01 10:01:53.681503","2014-02-01 10:05:59.938932","37-85-20110125",37,"2011-01-25 10:55:00"
4126,NULL,NULL,"78","2015-04-29 00:00:00",4,0,8,NULL,5,"GPS:no def.- Cámara: no def.","2022-10-01 06:59:28.77888","2022-10-01 06:59:28.77888","37-78-20150429",37,"2015-04-29 00:00:00"
4127,NULL,NULL,"84","2011-01-25 11:05:00",2,4,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2014-02-01 10:00:08.853687","2014-02-01 10:10:35.220742","37-84-20110125",37,"2011-01-25 11:30:00"
4128,NULL,NULL,"87","2011-01-31 12:00:00",11,0,8,NULL,5,"GPS:no def.- Cámara: Fujifilm MA","2014-02-01 10:26:39.889103","2014-02-01 10:26:39.889103","37-87-20110131",37,"2011-01-31 12:00:00"
4129,NULL,NULL,"84","2011-01-31 10:20:00",11,0,8,NULL,5,"GPS:no def.- Cámara: Fujifilm MA","2014-02-01 10:29:38.715362","2014-02-01 10:29:38.715362","37-84-20110131",37,"2011-01-31 11:05:00"
4130,NULL,NULL,"87","2011-02-08 13:15:00",2,16,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2014-02-01 10:45:33.395669","2014-02-01 10:45:33.395669","37-87-20110208",37,"2011-02-08 13:30:00"
4131,NULL,NULL,"84","2011-02-08 11:45:00",2,16,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2014-02-01 11:14:59.869715","2014-02-01 11:14:59.869715","37-84-20110208",37,"2011-02-08 12:05:00"
4132,NULL,NULL,"85","2011-02-08 10:52:00",2,16,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2014-02-01 11:21:12.297306","2014-02-01 11:21:12.297306","37-85-20110208",37,"2011-02-08 11:35:00"
4133,NULL,NULL,"87","2011-02-15 11:10:00",2,11,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2014-02-01 11:37:56.506049","2014-02-01 11:47:27.917052","37-87-20110215",37,"2011-02-15 11:20:00"
4134,NULL,NULL,"87","2012-03-28 12:05:00",2,4,8,NULL,5,"GPS:no def.- Cámara: no def.","2027-09-01 10:07:12.111393","2027-09-01 10:07:12.111393","37-87-20120328",37,"2012-03-28 12:05:00"
4135,NULL,NULL,"87","2011-02-22 11:45:00",2,11,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2014-02-01 11:54:43.79957","2014-02-01 11:54:43.79957","37-87-20110222",37,"2011-02-22 12:05:00"
4136,NULL,NULL,"84","2011-02-22 10:00:00",2,11,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2014-02-01 12:02:48.398752","2014-02-01 12:02:48.398752","37-84-20110222",37,"2011-02-22 10:10:00"
4137,NULL,NULL,"85","2011-02-22 10:20:00",2,11,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2014-02-01 12:05:06.354655","2014-02-01 12:05:06.354655","37-85-20110222",37,"2011-02-22 10:35:00"
4138,NULL,NULL,"87","2011-03-01 11:50:00",4,11,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2014-02-01 12:15:05.963422","2014-02-01 12:15:05.963422","37-87-20110301",37,"2011-03-01 12:00:00"
4139,NULL,NULL,"84","2011-03-01 10:15:00",4,11,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2014-02-01 12:18:30.930027","2014-02-01 12:18:30.930027","37-84-20110301",37,"2011-03-01 10:30:00"
4140,NULL,NULL,"85","2011-03-01 10:35:00",4,11,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2014-02-01 12:22:08.471093","2014-02-01 12:22:08.471093","37-85-20110301",37,"2011-03-01 10:50:00"
4141,NULL,NULL,"87","2011-03-08 13:18:00",3,16,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2014-02-01 12:41:55.278234","2014-02-01 12:41:55.278234","37-87-20110308",37,"2011-03-08 13:28:00"
4142,NULL,NULL,"84","2011-03-08 11:05:00",2,3,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2014-02-01 12:45:31.764701","2014-02-01 12:45:31.764701","37-84-20110308",37,"2011-03-08 11:25:00"
4143,NULL,NULL,"85","2011-03-08 10:20:00",2,3,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2014-02-01 12:48:28.70338","2014-02-01 12:48:28.70338","37-85-20110308",37,"2011-03-08 11:00:00"
4144,NULL,NULL,"87","2011-03-15 12:45:00",2,11,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2014-02-01 12:56:02.528784","2014-02-01 12:56:02.528784","37-87-20110315",37,"2011-03-15 12:55:00"
4145,NULL,NULL,"84","2011-03-15 10:30:00",2,11,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2014-02-01 13:00:03.407235","2014-02-01 13:00:03.407235","37-84-20110315",37,"2011-03-15 10:40:00"
4146,NULL,NULL,"85","2011-03-15 10:47:00",2,11,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2014-02-01 13:03:09.230259","2014-02-01 13:03:09.230259","37-85-20110315",37,"2011-03-15 11:00:00"
4147,NULL,NULL,"87","2011-03-22 00:00:00",11,0,8,NULL,5,"GPS:no def.- Cámara: Fujifilm MA","2014-02-01 13:10:04.805779","2014-02-01 13:10:04.805779","37-87-20110322",37,"2011-03-22 00:00:00"
4148,NULL,NULL,"84","2011-03-22 10:15:00",2,16,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2014-02-01 13:15:07.12473","2014-02-01 13:15:07.12473","37-84-20110322",37,"2011-03-22 10:30:00"
4149,NULL,NULL,"85","2011-03-22 10:40:00",2,16,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2014-02-01 13:18:11.93713","2014-02-01 13:18:11.93713","37-85-20110322",37,"2011-03-22 10:50:00"
4150,NULL,NULL,"87","2011-03-29 00:00:00",2,16,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2014-02-01 13:27:27.47267","2014-02-01 13:27:27.47267","37-87-20110329",37,"2011-03-29 00:00:00"
4151,NULL,NULL,"84","2011-03-29 10:25:00",2,16,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2014-02-01 13:30:25.188035","2014-02-01 13:30:25.188035","37-84-20110329",37,"2011-03-29 10:38:00"
4152,NULL,NULL,"85","2011-03-29 11:20:00",2,16,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2014-02-01 13:32:31.099634","2014-02-01 13:32:31.099634","37-85-20110329",37,"2011-03-29 11:30:00"
4153,NULL,NULL,"84","2012-01-26 10:20:00",4,11,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2014-02-01 13:38:34.175591","2014-02-01 13:38:34.175591","37-84-20120126",37,"2012-01-26 10:45:00"
4154,NULL,NULL,"85","2012-01-26 10:55:00",4,11,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2014-02-01 13:44:53.742773","2014-02-01 13:44:53.742773","37-85-20120126",37,"2012-01-26 11:25:00"
4155,NULL,NULL,"87","2012-01-26 12:15:00",4,11,8,NULL,5,"GPS:no def.- Cámara: Fujifilm MA","2014-02-01 13:50:41.898504","2016-04-01 11:57:30.271297","37-87-20120126",37,"2012-01-26 12:30:00"
4156,NULL,NULL,"79","2015-04-29 00:00:00",4,0,8,NULL,5,"GPS:no def.- Cámara: no def.","2022-10-01 07:09:10.339058","2022-10-01 07:09:10.339058","37-79-20150429",37,"2015-04-29 00:00:00"
4157,NULL,NULL,"87","2012-02-09 11:55:00",2,11,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2014-02-01 13:56:54.303721","2014-02-01 13:56:54.303721","37-87-20120209",37,"2012-02-09 12:07:00"
4158,NULL,NULL,"84","2012-02-09 10:20:00",2,11,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2015-02-01 07:31:11.45798","2015-02-01 07:31:11.45798","37-84-20120209",37,"2012-02-09 10:35:00"
4159,NULL,NULL,"85","2012-02-09 10:55:00",2,11,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2015-02-01 07:35:33.065445","2015-02-01 07:35:33.065445","37-85-20120209",37,"2012-02-09 11:05:00"
4160,NULL,NULL,"87","2011-03-01 12:10:00",4,11,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2016-02-01 07:59:23.39392","2016-02-01 07:59:23.39392","37-87-20110301",37,"2011-03-01 12:25:00"
4161,NULL,NULL,"84","2012-02-16 12:11:00",2,16,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2016-02-01 14:01:01.11162","2016-02-01 14:02:20.792601","37-84-20120216",37,"2012-02-16 12:30:00"
4162,NULL,NULL,"85","2012-02-16 12:37:00",2,16,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2016-02-01 14:04:45.483697","2016-02-01 14:04:45.483697","37-85-20120216",37,"2012-02-16 12:55:00"
4163,NULL,NULL,"86","2012-02-16 10:34:00",2,16,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2016-02-01 14:14:37.665154","2016-02-01 14:14:37.665154","37-86-20120216",37,"2012-02-16 10:50:00"
4164,NULL,NULL,"87","2012-02-16 11:14:00",2,16,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2016-02-01 14:16:03.791003","2016-02-01 14:16:03.791003","37-87-20120216",37,"2012-02-16 11:14:00"
4165,NULL,NULL,"87","2011-03-08 12:03:00",2,3,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2021-02-01 08:44:52.199899","2021-02-01 08:44:52.199899","37-87-20110308",37,"2011-03-08 12:27:00"
4166,NULL,NULL,"87","2011-03-15 12:00:00",2,11,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2021-02-01 09:10:26.545586","2021-02-01 09:10:26.545586","37-87-20110315",37,"2011-03-15 12:10:00"
4167,NULL,NULL,"87","2011-03-22 10:40:00",11,0,8,NULL,5,"GPS:no def.- Cámara: Fujifilm MA","2021-02-01 09:18:03.125208","2021-02-01 09:18:03.125208","37-87-20110322",37,"2011-03-22 10:50:00"
4168,NULL,NULL,"84","2011-03-22 00:00:00",11,0,8,NULL,5,"GPS:no def.- Cámara: -","2021-02-01 10:00:55.801537","2021-02-01 10:00:55.801537","37-84-20110322",37,"2011-03-22 00:00:00"
4169,NULL,NULL,"85","2011-03-22 00:00:00",11,0,8,NULL,5,"GPS:no def.- Cámara: -","2021-02-01 10:03:29.574621","2021-02-01 10:03:29.574621","37-85-20110322",37,"2011-03-22 00:00:00"
4170,NULL,NULL,"78","2015-04-29 00:00:00",4,0,8,NULL,5,"GPS:no def.- Cámara: no def.","2022-10-01 07:30:49.031087","2022-10-01 07:53:19.199467","37-78-20150429",37,"2015-04-29 00:00:00"
4171,NULL,NULL,"79","2015-04-29 00:00:00",4,0,8,NULL,5,"GPS:no def.- Cámara: no def.","2022-10-01 07:44:26.55689","2022-10-01 07:54:46.170293","37-79-20150429",37,"2015-04-29 00:00:00"
4172,NULL,NULL,"87","2011-04-05 12:30:00",2,16,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2021-02-01 10:55:23.848803","2021-02-01 10:57:05.800788","37-87-20110405",37,"2011-04-05 12:50:00"
4173,NULL,NULL,"84","2011-04-05 10:45:00",2,16,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2021-02-01 11:26:03.611309","2021-02-01 11:26:03.611309","37-84-20110405",37,"2011-04-05 10:50:00"
4174,NULL,NULL,"78","2015-04-12 12:50:00",4,6,8,NULL,5,"GPS:no def.- Cámara: no def.","2022-10-01 08:05:09.090708","2022-10-01 08:05:09.090708","37-78-20150412",37,"2015-04-12 13:00:00"
4175,NULL,NULL,"85","2011-04-05 10:35:00",2,16,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2021-02-01 11:29:10.717299","2021-02-01 11:29:10.717299","37-85-20110405",37,"2011-04-05 10:45:00"
4176,NULL,NULL,"87","2011-04-12 13:05:00",2,16,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2021-02-01 11:35:22.781101","2021-02-01 11:35:22.781101","37-87-20110412",37,"2011-04-12 13:20:00"
4177,NULL,NULL,"84","2011-04-12 11:05:00",2,16,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2021-02-01 11:43:04.401212","2021-02-01 11:43:04.401212","37-84-20110412",37,"2011-04-12 11:15:00"
4178,NULL,NULL,"85","2011-04-12 11:05:00",2,16,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2021-02-01 11:46:07.815905","2021-02-01 11:46:07.815905","37-85-20110412",37,"2011-04-12 11:15:00"
4179,NULL,NULL,"87","2011-04-19 13:30:00",2,11,8,NULL,5,"GPS:no def.- Cámara: Fujifilm MA","2021-02-01 11:53:05.553328","2021-02-01 11:53:05.553328","37-87-20110419",37,"2011-04-19 13:45:00"
4180,NULL,NULL,"86","2012-01-26 12:40:00",4,11,8,NULL,5,"GPS:no def.- Cámara: Fujifilm MA","2014-02-01 13:47:25.597397","2016-04-01 11:56:42.158311","37-86-20120126",37,"2012-01-26 12:57:00"
4181,NULL,NULL,"86","2011-04-26 12:00:00",2,4,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2013-02-01 13:03:21.089127","2016-04-01 12:14:34.372213","37-86-20110426",37,"2011-04-26 12:00:00"
4182,NULL,NULL,"86","2011-04-19 12:16:00",2,11,8,NULL,5,"GPS:no def.- Cámara: Fujifilm MA","2021-02-01 11:49:02.301515","2016-04-01 12:15:38.307647","37-86-20110419",37,"2011-04-19 12:20:00"
4183,NULL,NULL,"86","2011-04-19 12:25:00",2,11,8,NULL,5,"GPS:no def.- Cámara: Fujifilm MA","2013-02-01 13:51:06.2887","2016-04-01 12:16:11.171374","37-86-20110419",37,"2011-04-19 12:30:00"
4184,NULL,NULL,"86","2011-04-12 12:40:00",2,16,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2014-02-01 07:54:21.179707","2016-04-01 12:17:04.928218","37-86-20110412",37,"2011-04-12 13:00:00"
4185,NULL,NULL,"86","2011-04-12 12:30:00",2,16,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2021-02-01 11:32:18.680211","2016-04-01 12:18:02.696314","37-86-20110412",37,"2011-04-12 12:40:00"
4186,NULL,NULL,"86","2011-04-05 11:55:00",2,16,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2021-02-01 10:32:48.333435","2016-04-01 12:18:20.404492","37-86-20110405",37,"2011-04-05 12:10:00"
4187,NULL,NULL,"86","2011-04-05 12:10:00",2,16,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2014-02-01 08:44:22.373515","2016-04-01 12:18:49.088754","37-86-20110405",37,"2011-04-05 12:20:00"
4188,NULL,NULL,"79","2015-04-12 13:05:00",4,6,8,NULL,5,"GPS:no def.- Cámara: no def.","2022-10-01 09:28:48.980637","2022-10-01 09:28:48.980637","37-79-20150412",37,"2015-04-12 13:15:00"
4189,NULL,NULL,"86","2011-03-29 00:00:00",2,16,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2014-02-01 13:21:05.565557","2016-04-01 12:20:33.329595","37-86-20110329",37,"2011-03-29 00:00:00"
4190,NULL,NULL,"86","2011-03-22 10:15:00",11,0,8,NULL,5,"GPS:no def.- Cámara: Fujifilm MA","2021-02-01 09:14:59.910112","2016-04-01 12:21:23.217549","37-86-20110322",37,"2011-03-22 10:30:00"
4191,NULL,NULL,"86","2011-03-22 11:10:00",11,0,8,NULL,5,"GPS:no def.- Cámara: Fujifilm MA","2014-02-01 13:07:08.519991","2016-04-01 12:21:57.305909","37-86-20110322",37,"2011-03-22 11:30:00"
4192,NULL,NULL,"86","2011-03-15 11:30:00",2,11,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2021-02-01 09:07:03.696166","2016-04-01 12:23:05.851555","37-86-20110315",37,"2011-03-15 11:50:00"
4193,NULL,NULL,"86","2011-03-15 12:15:00",2,11,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2014-02-01 12:51:21.568532","2016-04-01 12:23:36.112223","37-86-20110315",37,"2011-03-15 12:25:00"
4194,NULL,NULL,"86","2011-03-15 11:30:00",2,11,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2021-02-01 09:07:11.701573","2016-04-01 12:24:18.54922","37-86-20110315",37,"2011-03-15 11:50:00"
4195,NULL,NULL,"86","2011-03-08 12:35:00",3,16,8,NULL,5,"GPS:no def.- Cámara: -","2014-02-01 12:38:03.593892","2016-04-01 12:26:48.316855","37-86-20110308",37,"2011-03-08 13:00:00"
4196,NULL,NULL,"86","2011-03-08 12:45:00",2,3,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2021-02-01 08:39:33.580065","2016-04-01 12:27:31.324146","37-86-20110308",37,"2011-03-08 12:57:00"
4197,NULL,NULL,"86","2011-03-01 11:15:00",4,11,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2014-02-01 12:09:42.845625","2016-04-01 12:28:23.698786","37-86-20110301",37,"2011-03-01 11:20:00"
4198,NULL,NULL,"86","2011-03-01 11:25:00",4,11,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2015-02-01 07:40:32.84173","2016-04-01 12:28:58.452675","37-86-20110301",37,"2011-03-01 11:35:00"
4199,NULL,NULL,"86","2011-02-15 10:05:00",2,11,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2014-02-01 11:38:05.940925","2016-04-01 12:29:48.613632","37-86-20110215",37,"2011-02-15 10:20:00"
4200,NULL,NULL,"86","2011-02-08 12:40:00",2,16,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2014-02-01 10:40:01.063751","2016-04-01 12:30:21.392611","37-86-20110208",37,"2011-02-08 13:00:00"
4201,NULL,NULL,"86","2011-01-31 11:35:00",11,0,8,NULL,5,"GPS:no def.- Cámara: Fujifilm MA","2014-02-01 10:24:14.545737","2016-04-01 12:31:22.180185","37-86-20110131",37,"2011-01-31 11:50:00"
4202,NULL,NULL,"86","2011-01-24 12:30:00",2,0,8,NULL,5,"GPS:no def.- Cámara: Pentax MM","2014-02-01 09:51:38.955319","2016-04-01 12:31:41.724667","37-86-20110124",37,"2011-01-24 13:00:00"
4203,NULL,NULL,"86","2011-01-17 11:20:00",2,11,8,NULL,5,"GPS:no def.- Cámara: Fujifilm MA","2014-02-01 09:00:12.617092","2016-04-01 12:32:08.325569","37-86-20110117",37,"2011-01-17 11:30:00"
4204,NULL,NULL,"84","2011-04-19 11:00:00",2,11,8,NULL,5,"GPS:no def.- Cámara: Fujifilm MA","2021-02-01 11:56:04.67057","2021-02-01 11:56:04.67057","37-84-20110419",37,"2011-04-19 11:12:00"
4205,NULL,NULL,"84","2012-03-28 12:07:00",2,4,8,NULL,5,"GPS:no def.- Cámara: no def.","2027-09-01 10:09:22.590733","2027-09-01 10:09:22.590733","37-84-20120328",37,"2012-03-28 12:07:00"
4206,NULL,NULL,"78","2011-03-23 12:05:00",3,5,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2010-10-01 14:10:33.48515","2010-10-01 14:10:33.48515","37-78-20110323",37,"2011-03-23 12:05:00"
4207,NULL,NULL,"79","2011-03-23 12:00:00",3,5,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2010-10-01 14:14:36.756855","2010-10-01 14:14:36.756855","37-79-20110323",37,"2011-03-23 12:00:00"
4208,NULL,NULL,"76","2011-03-23 12:01:00",3,5,8,NULL,5,"GPS:no def.- Cámara: no def.","2011-10-01 07:46:31.576777","2011-10-01 07:46:31.576777","37-76-20110323",37,"2011-03-23 12:00:00"
4209,NULL,NULL,"77","2011-03-23 12:00:00",2,5,8,NULL,5,"GPS:no def.- Cámara: no def.","2011-10-01 07:54:08.649377","2011-10-01 07:54:08.649377","37-77-20110323",37,"2011-03-23 12:00:00"
4210,NULL,NULL,"78","2011-03-30 10:40:00",2,5,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2011-10-01 07:58:45.015918","2011-10-01 07:58:45.015918","37-78-20110330",37,"2011-03-30 10:57:00"
4211,NULL,NULL,"79","2011-03-30 11:00:00",2,5,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2011-10-01 08:00:17.992796","2011-10-01 08:00:17.992796","37-79-20110330",37,"2011-03-30 11:08:00"
4212,NULL,NULL,"76","2011-03-30 10:33:00",2,5,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2011-10-01 08:01:54.385264","2011-10-01 08:01:54.385264","37-76-20110330",37,"2011-03-30 10:40:00"
4213,NULL,NULL,"77","2011-03-30 10:19:00",2,5,8,NULL,5,"GPS:no def.- Cámara: no def.","2011-10-01 08:02:53.952658","2011-10-01 08:02:53.952658","37-77-20110330",37,"2011-03-30 10:19:00"
4214,NULL,NULL,"78","2011-04-06 10:13:00",3,5,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2011-10-01 08:05:05.985318","2011-10-01 08:05:05.985318","37-78-20110406",37,"2011-04-06 10:13:00"
4215,NULL,NULL,"79","2011-04-06 10:30:00",3,5,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2011-10-01 08:06:33.354614","2011-10-01 08:06:33.354614","37-79-20110406",37,"2011-04-06 10:36:00"
4216,NULL,NULL,"76","2011-04-06 10:07:00",3,5,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2011-10-01 08:07:52.270506","2011-10-01 08:07:52.270506","37-76-20110406",37,"2011-04-06 10:07:00"
4217,NULL,NULL,"77","2011-04-06 10:00:00",3,5,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2011-10-01 08:09:29.634086","2011-10-01 08:09:29.634086","37-77-20110406",37,"2011-04-06 10:00:00"
4218,NULL,NULL,"78","2011-04-13 11:29:00",3,6,8,NULL,5,"GPS:no def.- Cámara: Nikon Proyecto","2011-10-01 08:11:36.100728","2011-10-01 08:11:36.100728","37-78-20110413",37,"2011-04-13 11:29:00"
4219,NULL,NULL,"79","2011-04-13 11:44:00",3,6,8,NULL,5,"GPS:no def.- Cámara: Nikon Proyecto","2011-10-01 08:15:51.826214","2011-10-01 08:15:51.826214","37-79-20110413",37,"2011-04-13 11:49:00"
4220,NULL,NULL,"76","2011-04-13 12:00:00",3,6,8,NULL,5,"GPS:no def.- Cámara: no def.","2011-10-01 08:17:23.158566","2011-10-01 08:17:23.158566","37-76-20110413",37,"2011-04-13 12:00:00"
4221,NULL,NULL,"77","2011-04-13 12:00:00",3,6,8,NULL,5,"GPS:no def.- Cámara: no def.","2011-10-01 08:18:20.662119","2011-10-01 08:18:20.662119","37-77-20110413",37,"2011-04-13 12:00:00"
4222,NULL,NULL,"78","2011-04-20 12:30:00",2,4,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2011-10-01 08:20:51.068775","2011-10-01 08:20:51.068775","37-78-20110420",37,"2011-04-20 12:35:00"
4223,NULL,NULL,"79","2011-04-20 12:40:00",2,4,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2011-10-01 08:22:39.493333","2011-10-01 08:22:39.493333","37-79-20110420",37,"2011-04-20 12:45:00"
4224,NULL,NULL,"77","2011-04-20 12:20:00",2,4,8,NULL,5,"GPS:no def.- Cámara: no def.","2011-10-01 08:26:28.280683","2011-10-01 08:26:28.280683","37-77-20110420",37,"2011-04-20 12:20:00"
4225,NULL,NULL,"78","2011-04-27 11:16:00",3,6,8,NULL,5,"GPS:no def.- Cámara: no def.","2011-10-01 08:29:06.247973","2011-10-01 08:29:06.247973","37-78-20110427",37,"2011-04-27 11:16:00"
4226,NULL,NULL,"79","2011-04-27 11:32:00",3,6,8,NULL,5,"GPS:no def.- Cámara: Nikon Proyecto","2011-10-01 08:31:00.58005","2011-10-01 08:31:00.58005","37-79-20110427",37,"2011-04-27 11:32:00"
4227,NULL,NULL,"76","2011-04-27 12:00:00",3,6,8,NULL,5,"GPS:no def.- Cámara: no def.","2011-10-01 08:32:13.728709","2011-10-01 08:32:13.728709","37-76-20110427",37,"2011-04-27 12:00:00"
4228,NULL,NULL,"77","2011-04-27 12:00:00",3,6,8,NULL,5,"GPS:no def.- Cámara: -","2011-10-01 08:33:33.068706","2011-10-01 08:33:33.068706","37-77-20110427",37,"2011-04-27 12:00:00"
