"idvisitas","idvalidacion","iduser","idgeo","fvisita","idobs1","idobs2","idviento","temperatura","idnubes","observaciones","fcreacion","fmodificacion","ptf","protocolo","ffin"
4001,NULL,NULL,"91","2010-06-01 11:00:00",2,3,8,NULL,5,"GPS:GPS 3 (FLORA I)- Cámara: Nikon Proyecto","2028-06-01 09:55:41.222087","2028-06-01 09:55:41.222087","37-91-20100601",37,"2010-06-01 11:06:00"
4002,NULL,NULL,"91","2010-06-08 13:20:00",23,4,8,NULL,5,"GPS:DESCONOCIDO- Cámara: Juan R","2028-06-01 09:55:41.23281","2028-06-01 09:55:41.23281","37-91-20100608",37,"2010-06-08 13:24:00"
4003,NULL,NULL,"91","2010-06-15 12:40:00",2,3,8,NULL,5,"GPS:GPS 3 (FLORA I)- Cámara: Olimpus JM","2028-06-01 09:55:41.242612","2028-06-01 09:55:41.242612","37-91-20100615",37,"2010-06-15 12:44:00"
4004,NULL,NULL,"92","2010-06-02 11:00:00",2,14,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Pentax MM","2028-06-01 09:55:41.251789","2028-06-01 09:55:41.251789","37-92-20100602",37,"2010-06-02 11:15:00"
4005,NULL,NULL,"92","2010-06-09 11:30:00",11,16,8,NULL,5,"GPS:DESCONOCIDO- Cámara: Nikon Proyecto","2028-06-01 09:55:41.26091","2028-06-01 09:55:41.26091","37-92-20100609",37,"2010-06-09 12:00:00"
4006,NULL,NULL,"92","2010-06-15 12:00:00",4,15,8,NULL,5,"GPS:DESCONOCIDO- Cámara: Nikon Proyecto","2028-06-01 09:55:41.270908","2028-06-01 09:55:41.270908","37-92-20100615",37,"2010-06-15 12:25:00"
4007,NULL,NULL,"92","2010-06-23 12:00:00",2,16,8,NULL,5,"GPS:DESCONOCIDO- Cámara: Olimpus JM","2028-06-01 09:55:41.280058","2028-06-01 09:55:41.280058","37-92-20100623",37,"2010-06-23 12:10:00"
4008,NULL,NULL,"93","2010-05-05 10:10:00",2,11,8,NULL,5,"GPS:DESCONOCIDO- Cámara: Fujifilm MA","2028-06-01 09:55:41.289219","2028-06-01 09:55:41.289219","37-93-20100505",37,"2010-05-05 10:30:00"
4009,NULL,NULL,"93","2010-05-12 10:03:00",2,0,8,NULL,5,"GPS:DESCONOCIDO- Cámara: Nikon Proyecto","2028-06-01 09:55:41.298408","2028-06-01 09:55:41.298408","37-93-20100512",37,"2010-05-12 10:28:00"
4010,NULL,NULL,"93","2010-05-19 10:15:00",11,0,8,NULL,5,"GPS:DESCONOCIDO- Cámara: Fujifilm MA","2028-06-01 09:55:41.306894","2028-06-01 09:55:41.306894","37-93-20100519",37,"2010-05-19 10:30:00"
4011,NULL,NULL,"93","2010-05-26 10:20:00",2,14,8,NULL,5,"GPS:DESCONOCIDO- Cámara: Nikon Proyecto","2028-06-01 09:55:41.315364","2028-06-01 09:55:41.315364","37-93-20100526",37,"2010-05-26 10:40:00"
4012,NULL,NULL,"93","2010-06-02 10:20:00",2,14,8,NULL,5,"GPS:DESCONOCIDO- Cámara: Pentax MM","2028-06-01 09:55:41.32454","2028-06-01 09:55:41.32454","37-93-20100602",37,"2010-06-02 10:40:00"
4013,NULL,NULL,"93","2010-06-09 10:40:00",3,14,8,NULL,5,"GPS:DESCONOCIDO- Cámara: Nikon Proyecto","2028-06-01 09:55:41.333662","2028-06-01 09:55:41.333662","37-93-20100609",37,"2010-06-09 11:09:00"
4014,NULL,NULL,"93","2010-06-15 12:45:00",4,15,8,NULL,5,"GPS:DESCONOCIDO- Cámara: Nikon Proyecto","2028-06-01 09:55:41.342799","2028-06-01 09:55:41.342799","37-93-20100615",37,"2010-06-15 13:05:00"
4015,NULL,NULL,"93","2010-06-23 11:15:00",2,16,8,NULL,5,"GPS:DESCONOCIDO- Cámara: Olimpus JM","2028-06-01 09:55:41.351998","2028-06-01 09:55:41.351998","37-93-20100623",37,"2010-06-23 11:30:00"
4016,NULL,NULL,"94","2010-04-21 14:00:00",3,2,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Nikon Proyecto","2028-06-01 09:55:41.361137","2028-06-01 09:55:41.361137","37-94-20100421",37,"2010-04-21 14:10:00"
4017,NULL,NULL,"94","2010-04-28 14:15:00",2,0,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Olimpus JM","2028-06-01 09:55:41.370301","2028-06-01 09:55:41.370301","37-94-20100428",37,"2010-04-28 14:45:00"
4018,NULL,NULL,"94","2010-05-05 13:10:00",2,11,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Nikon Proyecto","2028-06-01 09:55:41.378787","2028-06-01 09:55:41.378787","37-94-20100505",37,"2010-05-05 13:25:00"
4019,NULL,NULL,"94","2010-05-19 12:50:00",11,4,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Fujifilm MA","2028-06-01 09:55:41.387993","2028-06-01 09:55:41.387993","37-94-20100519",37,"2010-05-19 13:05:00"
4020,NULL,NULL,"94","2010-05-26 12:00:00",2,14,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Nikon Proyecto","2028-06-01 09:55:41.397359","2028-06-01 09:55:41.397359","37-94-20100526",37,"2010-05-26 12:10:00"
4021,NULL,NULL,"94","2010-06-02 12:50:00",2,14,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Pentax MM","2028-06-01 09:55:41.406557","2028-06-01 09:55:41.406557","37-94-20100602",37,"2010-06-02 13:05:00"
4022,NULL,NULL,"94","2010-06-09 13:25:00",3,16,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Nikon Proyecto","2028-06-01 09:55:41.415592","2028-06-01 09:55:41.415592","37-94-20100609",37,"2010-06-09 13:45:00"
4023,NULL,NULL,"95","2010-04-21 13:30:00",2,3,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Nikon Proyecto","2028-06-01 09:55:41.424744","2028-06-01 09:55:41.424744","37-95-20100421",37,"2010-04-21 13:40:00"
4024,NULL,NULL,"95","2010-04-28 13:35:00",2,0,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Olimpus JM","2028-06-01 09:55:41.433746","2028-06-01 09:55:41.433746","37-95-20100428",37,"2010-04-28 13:50:00"
4025,NULL,NULL,"95","2010-05-05 12:40:00",2,11,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Nikon Proyecto","2028-06-01 09:55:41.442212","2028-06-01 09:55:41.442212","37-95-20100505",37,"2010-05-05 12:50:00"
4026,NULL,NULL,"95","2010-05-12 12:12:00",2,11,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Nikon Proyecto","2028-06-01 09:55:41.451328","2028-06-01 09:55:41.451328","37-95-20100512",37,"2010-05-12 12:21:00"
4027,NULL,NULL,"95","2010-05-19 12:20:00",4,11,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Fujifilm MA","2028-06-01 09:55:41.460631","2028-06-01 09:55:41.460631","37-95-20100519",37,"2010-05-19 12:30:00"
4028,NULL,NULL,"95","2010-05-26 11:30:00",2,14,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Nikon Proyecto","2028-06-01 09:55:41.469878","2028-06-01 09:55:41.469878","37-95-20100526",37,"2010-05-26 11:40:00"
4029,NULL,NULL,"95","2010-06-02 12:30:00",2,14,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Pentax MM","2028-06-01 09:55:41.478958","2028-06-01 09:55:41.478958","37-95-20100602",37,"2010-06-02 12:40:00"
4030,NULL,NULL,"95","2010-06-09 12:50:00",3,14,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Nikon Proyecto","2028-06-01 09:55:41.488087","2028-06-01 09:55:41.488087","37-95-20100609",37,"2010-06-09 13:05:00"
4031,NULL,NULL,"88","2010-04-20 00:00:00",3,22,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Olimpus JM","2028-06-01 09:55:41.496758","2028-06-01 09:55:41.496758","37-88-20100420",37,"2010-04-20 00:00:00"
4032,NULL,NULL,"88","2010-04-27 13:27:00",4,22,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: -","2028-06-01 09:55:41.505435","2028-06-01 09:55:41.505435","37-88-20100427",37,"2010-04-27 13:34:00"
4033,NULL,NULL,"88","2010-05-04 11:50:00",4,3,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Nikon Proyecto","2028-06-01 09:55:41.515247","2028-06-01 09:55:41.515247","37-88-20100504",37,"2010-05-04 12:00:00"
4034,NULL,NULL,"88","2010-05-11 09:37:00",2,11,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Nikon Proyecto","2028-06-01 09:55:41.52509","2028-06-01 09:55:41.52509","37-88-20100511",37,"2010-05-11 09:53:00"
4035,NULL,NULL,"88","2010-05-18 12:55:00",2,11,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Fujifilm MA","2028-06-01 09:55:41.535436","2028-06-01 09:55:41.535436","37-88-20100518",37,"2010-05-18 13:00:00"
4036,NULL,NULL,"88","2010-05-25 09:25:00",2,11,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Fujifilm MA","2028-06-01 09:55:41.545737","2028-06-01 09:55:41.545737","37-88-20100525",37,"2010-05-25 09:40:00"
4037,NULL,NULL,"88","2010-06-01 09:57:00",2,3,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Nikon Proyecto","2028-06-01 09:55:41.556059","2028-06-01 09:55:41.556059","37-88-20100601",37,"2010-06-01 10:05:00"
4038,NULL,NULL,"88","2010-06-08 09:21:00",4,22,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Olimpus JM","2028-06-01 09:55:41.565102","2028-06-01 09:55:41.565102","37-88-20100608",37,"2010-06-08 09:29:00"
4039,NULL,NULL,"88","2010-06-15 10:00:00",3,2,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Olimpus JM","2028-06-01 09:55:41.574836","2028-06-01 09:55:41.574836","37-88-20100615",37,"2010-06-15 10:15:00"
4040,NULL,NULL,"88","2010-06-22 13:50:00",2,23,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Olimpus JM","2028-06-01 09:55:41.585167","2028-06-01 09:55:41.585167","37-88-20100622",37,"2010-06-22 14:00:00"
4041,NULL,NULL,"88","2010-06-29 13:40:00",2,23,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Olimpus JM","2028-06-01 09:55:41.594481","2028-06-01 09:55:41.594481","37-88-20100629",37,"2010-06-29 13:50:00"
4042,NULL,NULL,"88","2010-07-06 09:40:00",2,23,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Olimpus JM","2028-06-01 09:55:41.603558","2028-06-01 09:55:41.603558","37-88-20100706",37,"2010-07-06 09:50:00"
4043,NULL,NULL,"88","2010-07-13 09:40:00",2,23,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Olimpus JM","2028-06-01 09:55:41.612618","2028-06-01 09:55:41.612618","37-88-20100713",37,"2010-07-13 09:45:00"
4044,NULL,NULL,"89","2010-04-20 00:00:00",3,22,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Olimpus JM","2028-06-01 09:55:41.621454","2028-06-01 09:55:41.621454","37-89-20100420",37,"2010-04-20 00:00:00"
4045,NULL,NULL,"89","2010-04-27 10:20:00",4,22,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: -","2028-06-01 09:55:41.630143","2028-06-01 09:55:41.630143","37-89-20100427",37,"2010-04-27 10:25:00"
4046,NULL,NULL,"89","2010-05-04 11:50:00",4,3,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Olimpus JM","2028-06-01 09:55:41.639865","2028-06-01 09:55:41.639865","37-89-20100504",37,"2010-05-04 12:00:00"
4047,NULL,NULL,"89","2010-05-11 09:30:00",2,11,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Fujifilm MA","2028-06-01 09:55:41.64979","2028-06-01 09:55:41.64979","37-89-20100511",37,"2010-05-11 09:45:00"
4048,NULL,NULL,"89","2010-05-18 12:55:00",2,11,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Olimpus JM","2028-06-01 09:55:41.660172","2028-06-01 09:55:41.660172","37-89-20100518",37,"2010-05-18 13:00:00"
4049,NULL,NULL,"89","2010-05-25 10:30:00",2,11,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Fujifilm MA","2028-06-01 09:55:41.670577","2028-06-01 09:55:41.670577","37-89-20100525",37,"2010-05-25 10:40:00"
4050,NULL,NULL,"89","2010-06-01 09:53:00",22,23,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Olimpus JM","2028-06-01 09:55:41.679675","2028-06-01 09:55:41.679675","37-89-20100601",37,"2010-06-01 10:04:00"
4051,NULL,NULL,"89","2010-06-08 14:10:00",4,22,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Olimpus JM","2028-06-01 09:55:41.688689","2028-06-01 09:55:41.688689","37-89-20100608",37,"2010-06-08 14:17:00"
4052,NULL,NULL,"89","2010-06-15 09:58:00",3,2,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Fujifilm MA","2028-06-01 09:55:41.69845","2028-06-01 09:55:41.69845","37-89-20100615",37,"2010-06-15 10:07:00"
4053,NULL,NULL,"89","2010-06-22 09:50:00",2,23,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Olimpus JM","2028-06-01 09:55:41.708736","2028-06-01 09:55:41.708736","37-89-20100622",37,"2010-06-22 10:05:00"
4054,NULL,NULL,"89","2010-06-29 10:15:00",2,23,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Olimpus JM","2028-06-01 09:55:41.717905","2028-06-01 09:55:41.717905","37-89-20100629",37,"2010-06-29 10:20:00"
4055,NULL,NULL,"89","2010-07-06 10:56:00",2,23,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Olimpus JM","2028-06-01 09:55:41.726982","2028-06-01 09:55:41.726982","37-89-20100706",37,"2010-07-06 11:02:00"
4056,NULL,NULL,"89","2010-07-13 12:45:00",2,23,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Olimpus JM","2028-06-01 09:55:41.736017","2028-06-01 09:55:41.736017","37-89-20100713",37,"2010-07-13 12:50:00"
4057,NULL,NULL,"90","2010-04-20 00:00:00",3,22,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Olimpus JM","2028-06-01 09:55:41.744746","2028-06-01 09:55:41.744746","37-90-20100420",37,"2010-04-20 00:00:00"
4058,NULL,NULL,"90","2010-04-27 00:00:00",4,22,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Olimpus JM","2028-06-01 09:55:41.753146","2028-06-01 09:55:41.753146","37-90-20100427",37,"2010-04-27 00:00:00"
4059,NULL,NULL,"90","2010-05-04 12:20:00",4,3,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Nikon Proyecto","2028-06-01 09:55:41.761756","2028-06-01 09:55:41.761756","37-90-20100504",37,"2010-05-04 12:35:00"
4060,NULL,NULL,"90","2010-05-11 09:15:00",2,11,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Nikon Proyecto","2028-06-01 09:55:41.771439","2028-06-01 09:55:41.771439","37-90-20100511",37,"2010-05-11 09:22:00"
4061,NULL,NULL,"90","2010-05-18 09:05:00",2,11,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Olimpus JM","2028-06-01 09:55:41.781942","2028-06-01 09:55:41.781942","37-90-20100518",37,"2010-05-18 09:12:00"
4062,NULL,NULL,"90","2010-05-15 08:55:00",22,23,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Fujifilm MA","2028-06-01 09:55:41.792196","2028-06-01 09:55:41.792196","37-90-20100515",37,"2010-05-15 09:10:00"
4063,NULL,NULL,"90","2010-06-01 09:30:00",11,3,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Nikon Proyecto","2028-06-01 09:55:41.801268","2028-06-01 09:55:41.801268","37-90-20100601",37,"2010-06-01 09:42:00"
4064,NULL,NULL,"90","2010-06-08 08:53:00",4,22,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Olimpus JM","2028-06-01 09:55:41.810336","2028-06-01 09:55:41.810336","37-90-20100608",37,"2010-06-08 09:05:00"
4065,NULL,NULL,"90","2010-06-15 09:38:00",2,3,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Olimpus JM","2028-06-01 09:55:41.820124","2028-06-01 09:55:41.820124","37-90-20100615",37,"2010-06-15 09:52:00"
4066,NULL,NULL,"90","2010-06-22 14:10:00",2,23,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Olimpus JM","2028-06-01 09:55:41.829237","2028-06-01 09:55:41.829237","37-90-20100622",37,"2010-06-22 14:15:00"
4067,NULL,NULL,"90","2010-06-29 14:00:00",2,23,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Olimpus JM","2028-06-01 09:55:41.83829","2028-06-01 09:55:41.83829","37-90-20100629",37,"2010-06-29 14:10:00"
4068,NULL,NULL,"90","2010-07-06 10:00:00",2,23,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Olimpus JM","2028-06-01 09:55:41.847385","2028-06-01 09:55:41.847385","37-90-20100706",37,"2010-07-06 10:08:00"
4069,NULL,NULL,"91","2010-04-20 00:00:00",3,22,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Olimpus JM","2028-06-01 09:55:41.856066","2028-06-01 09:55:41.856066","37-91-20100420",37,"2010-04-20 00:00:00"
4070,NULL,NULL,"91","2010-04-27 10:35:00",4,22,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Olimpus JM","2028-06-01 09:55:41.864689","2028-06-01 09:55:41.864689","37-91-20100427",37,"2010-04-27 10:50:00"
4071,NULL,NULL,"91","2010-05-04 12:20:00",4,3,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Olimpus JM","2028-06-01 09:55:41.874485","2028-06-01 09:55:41.874485","37-91-20100504",37,"2010-05-04 12:30:00"
4072,NULL,NULL,"91","2010-05-11 12:35:00",2,11,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Fujifilm MA","2028-06-01 09:55:41.884167","2028-06-01 09:55:41.884167","37-91-20100511",37,"2010-05-11 12:45:00"
4073,NULL,NULL,"91","2010-05-18 09:05:00",2,11,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Olimpus JM","2028-06-01 09:55:41.894507","2028-06-01 09:55:41.894507","37-91-20100518",37,"2010-05-18 09:15:00"
4074,NULL,NULL,"91","2010-05-25 10:05:00",2,11,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Fujifilm MA","2028-06-01 09:55:41.904893","2028-06-01 09:55:41.904893","37-91-20100525",37,"2010-05-25 10:10:00"
4075,NULL,NULL,"91","2010-06-01 09:30:00",22,23,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Olimpus JM","2028-06-01 09:55:41.913928","2028-06-01 09:55:41.913928","37-91-20100601",37,"2010-06-01 09:42:00"
4076,NULL,NULL,"91","2010-06-08 14:25:00",4,22,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Olimpus JM","2028-06-01 09:55:41.923043","2028-06-01 09:55:41.923043","37-91-20100608",37,"2010-06-08 14:35:00"
4077,NULL,NULL,"91","2010-06-15 09:41:00",22,23,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Fujifilm MA","2028-06-01 09:55:41.932707","2028-06-01 09:55:41.932707","37-91-20100615",37,"2010-06-15 09:48:00"
4078,NULL,NULL,"91","2010-06-22 09:30:00",2,23,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Olimpus JM","2028-06-01 09:55:41.941722","2028-06-01 09:55:41.941722","37-91-20100622",37,"2010-06-22 09:45:00"
4079,NULL,NULL,"91","2010-06-29 10:00:00",2,23,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Olimpus JM","2028-06-01 09:55:41.950908","2028-06-01 09:55:41.950908","37-91-20100629",37,"2010-06-29 10:10:00"
4080,NULL,NULL,"91","2010-07-06 10:20:00",2,23,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Olimpus JM","2028-06-01 09:55:41.960025","2028-06-01 09:55:41.960025","37-91-20100706",37,"2010-07-06 10:27:00"
4081,NULL,NULL,"88","2010-04-06 12:00:00",3,15,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Olimpus JM","2028-06-01 09:55:42.108718","2028-06-01 09:55:42.108718","37-88-20100406",37,"2010-04-06 12:10:00"
4082,NULL,NULL,"88","2010-04-13 11:55:00",4,11,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Fujifilm MA","2028-06-01 09:55:42.118659","2028-06-01 09:55:42.118659","37-88-20100413",37,"2010-04-13 11:59:00"
4083,NULL,NULL,"88","2010-04-20 00:00:00",3,22,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Olimpus JM","2028-06-01 09:55:42.127766","2028-06-01 09:55:42.127766","37-88-20100420",37,"2010-04-20 00:00:00"
4084,NULL,NULL,"88","2010-04-27 12:01:00",4,22,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Olimpus JM","2028-06-01 09:55:42.136685","2028-06-01 09:55:42.136685","37-88-20100427",37,"2010-04-27 12:10:00"
4085,NULL,NULL,"88","2010-05-04 11:00:00",11,23,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Olimpus JM","2028-06-01 09:55:42.146733","2028-06-01 09:55:42.146733","37-88-20100504",37,"2010-05-04 11:10:00"
4086,NULL,NULL,"88","2010-05-11 11:45:00",22,23,8,NULL,5,"GPS:GPS 2 (FLORA II)- Cámara: Nikon Proyecto","2028-06-01 09:55:42.156025","2028-06-01 09:55:42.156025","37-88-20100511",37,"2010-05-11 11:57:00"
4087,NULL,NULL,"86","2011-03-29 00:00:00",2,16,8,NULL,5,"GPS:no def.- Cámara: no def.","2011-01-01 17:11:46.154392","2011-01-01 17:11:46.154392","37-86-20110329",37,"2011-03-29 00:00:00"
4088,NULL,NULL,"94","2011-04-13 12:05:00",2,0,8,NULL,5,"GPS:no def.- Cámara: no def.","2013-01-01 12:16:35.63506","2013-01-01 12:16:35.63506","37-94-20110413",37,"2011-04-13 12:05:00"
4089,NULL,NULL,"95","2011-04-13 15:40:00",14,3,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2013-01-01 12:21:18.80793","2013-01-01 12:21:18.80793","37-95-20110413",37,"2011-04-13 16:23:00"
4090,NULL,NULL,"95","2011-04-13 15:40:00",3,2,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2013-01-01 12:49:56.908416","2013-01-01 12:49:56.908416","37-95-20110413",37,"2011-04-13 16:23:00"
4091,NULL,NULL,"87","2012-01-19 10:30:00",2,4,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2008-02-01 08:32:02.376032","2008-02-01 08:34:10.993114","37-87-20120119",37,"2012-01-19 10:30:00"
4092,NULL,NULL,"86","2012-01-19 09:50:00",2,4,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2008-02-01 08:28:50.581854","2008-02-01 08:34:39.385405","37-86-20120119",37,"2012-01-19 10:20:00"
4093,NULL,NULL,"84","2011-05-24 10:35:00",2,15,8,NULL,5,"GPS:no def.- Cámara: Nikon Proyecto","2008-02-01 08:39:59.236508","2008-02-01 08:39:59.236508","37-84-20110524",37,"2011-05-24 10:46:00"
4094,NULL,NULL,"86","2012-03-28 12:02:00",2,4,8,NULL,5,"GPS:no def.- Cámara: no def.","2027-09-01 10:05:44.108799","2027-09-01 10:05:44.108799","37-86-20120328",37,"2012-03-28 12:02:00"
4095,NULL,NULL,"85","2011-05-24 10:00:00",2,0,8,NULL,5,"GPS:no def.- Cámara: no def.","2008-02-01 14:06:14.31497","2008-02-01 14:06:14.31497","37-85-20110524",37,"2011-05-24 10:11:00"
4096,NULL,NULL,"87","2011-05-24 11:09:00",2,0,8,NULL,5,"GPS:no def.- Cámara: no def.","2008-02-01 14:13:15.46582","2008-02-01 14:13:15.46582","37-87-20110524",37,"2011-05-24 11:09:00"
4097,NULL,NULL,"84","2011-05-17 11:17:00",2,0,8,NULL,5,"GPS:GPS 1 (HCX)- Cámara: Nikon Proyecto","2009-02-01 08:12:22.939333","2009-02-01 08:12:22.939333","37-84-20110517",37,"2011-05-17 11:27:00"
4098,NULL,NULL,"85","2011-05-17 09:55:00",2,0,8,NULL,5,"GPS:no def.- Cámara: Nikon Proyecto","2009-02-01 08:31:35.876823","2009-02-01 08:31:35.876823","37-85-20110517",37,"2011-05-17 10:15:00"
4099,NULL,NULL,"86","2011-05-17 12:10:00",2,0,8,NULL,5,"GPS:no def.- Cámara: Nikon Proyecto","2009-02-01 08:35:45.787675","2009-02-01 08:35:45.787675","37-86-20110517",37,"2011-05-17 12:40:00"
4100,NULL,NULL,"87","2011-05-17 12:50:00",2,0,8,NULL,5,"GPS:no def.- Cámara: no def.","2009-02-01 08:44:26.506359","2009-02-01 08:44:26.506359","37-87-20110517",37,"2011-05-17 12:50:00"
4101,NULL,NULL,"84","2011-05-10 11:15:00",2,0,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2009-02-01 11:22:51.209286","2009-02-01 11:22:51.209286","37-84-20110510",37,"2011-05-10 11:15:00"
4102,NULL,NULL,"85","2011-05-10 10:30:00",2,0,8,NULL,5,"GPS:no def.- Cámara: Canon JM","2009-02-01 11:25:24.094554","2009-02-01 11:25:24.094554","37-85-20110510",37,"2011-05-10 10:30:00"
4103,NULL,NULL,"86","2011-05-10 15:30:00",2,0,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2009-02-01 11:28:02.504591","2009-02-01 11:28:02.504591","37-86-20110510",37,"2011-05-10 15:45:00"
4104,NULL,NULL,"87","2011-05-10 15:00:00",2,0,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2009-02-01 11:30:27.137447","2009-02-01 11:30:27.137447","37-87-20110510",37,"2011-05-10 15:00:00"
4105,NULL,NULL,"84","2011-05-04 10:54:00",2,4,8,NULL,5,"GPS:no def.- Cámara: Nikon Proyecto","2010-02-01 13:47:03.868694","2010-02-01 13:47:03.868694","37-84-20110504",37,"2011-05-04 10:54:00"
4106,NULL,NULL,"85","2011-05-04 10:12:00",2,4,8,NULL,5,"GPS:no def.- Cámara: Nikon Proyecto","2010-02-01 13:49:28.676288","2010-02-01 13:49:28.676288","37-85-20110504",37,"2011-05-04 10:25:00"
4107,NULL,NULL,"86","2011-05-04 14:43:00",2,4,8,NULL,5,"GPS:no def.- Cámara: Nikon Proyecto","2013-02-01 12:54:31.322938","2013-02-01 12:54:31.322938","37-86-20110504",37,"2011-05-04 14:52:00"
4108,NULL,NULL,"87","2011-05-04 14:10:00",2,4,8,NULL,5,"GPS:no def.- Cámara: Nikon Proyecto","2013-02-01 12:57:42.327758","2013-02-01 12:57:42.327758","37-87-20110504",37,"2011-05-04 14:30:00"
4109,NULL,NULL,"87","2011-04-26 14:40:00",2,4,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2013-02-01 13:10:31.563781","2013-02-01 13:10:31.563781","37-87-20110426",37,"2011-04-26 14:50:00"
4110,NULL,NULL,"84","2011-04-26 11:12:00",2,4,8,NULL,5,"GPS:no def.- Cámara: Olimpus JM","2013-02-01 13:15:22.580084","2013-02-01 13:15:22.580084","37-84-20110426",37,"2011-04-26 11:37:00"
