"idesp","id","nombre_cientifico","created_at","updated_at","ent_pk","imagen","dicc_ecologia_id","dicc_biogeovoou_id","dicc_biogeosimple_id","dicc_estatussn_id","dicc_ecologiatrofica_id","ent_pk_padre","autor","nombre_comun","nivel","audio","idprotocolo"
6530,6818,"Cephalotecaceae","2011-05-16 13:47:30.747396","2011-05-16 13:47:30.747396",17136,NULL,NULL,NULL,NULL,NULL,NULL,17134,NULL,NULL,4,NULL,NULL
6531,6819,"Monascaceae","2011-05-16 13:47:30.75535","2011-05-16 13:47:30.75535",17137,NULL,NULL,NULL,NULL,NULL,NULL,17134,NULL,NULL,4,NULL,NULL
6532,6820,"Pseudeurotiaceae","2011-05-16 13:47:30.763185","2011-05-16 13:47:30.763185",17138,NULL,NULL,NULL,NULL,NULL,NULL,17134,NULL,NULL,4,NULL,NULL
6533,6821,"Trichocomaceae","2011-05-16 13:47:30.771025","2011-05-16 13:47:30.771025",17139,NULL,NULL,NULL,NULL,NULL,NULL,17134,NULL,NULL,4,NULL,NULL
6534,6822,"Dichotomomyces","2011-05-16 13:47:30.778869","2011-05-16 13:47:30.778869",80750,NULL,NULL,NULL,NULL,NULL,NULL,17139,NULL,NULL,5,NULL,NULL
6535,6823,"Dichotomomyces cejpii var. spinosus","2011-05-16 13:47:30.786775","2011-05-16 13:47:30.786775",80751,NULL,NULL,NULL,NULL,NULL,NULL,80750,NULL,NULL,6,NULL,NULL
6536,6824,"Emericella","2011-05-16 13:47:30.794645","2011-05-16 13:47:30.794645",80779,NULL,NULL,NULL,NULL,NULL,NULL,17139,NULL,NULL,5,NULL,NULL
6537,6825,"Emericella aurantiobrunnea","2011-05-16 13:47:30.802474","2011-05-16 13:47:30.802474",80778,NULL,NULL,NULL,NULL,NULL,NULL,80779,NULL,NULL,6,NULL,NULL
6538,6826,"Emericella nidulans","2011-05-16 13:47:30.810614","2011-05-16 13:47:30.810614",80780,NULL,NULL,NULL,NULL,NULL,NULL,80779,NULL,NULL,6,NULL,NULL
6539,6827,"Emericella variecolor","2011-05-16 13:47:30.818806","2011-05-16 13:47:30.818806",80781,NULL,NULL,NULL,NULL,NULL,NULL,80779,NULL,NULL,6,NULL,NULL
6540,6828,"Emericella variecolor var. astellata","2011-05-16 13:47:30.826764","2011-05-16 13:47:30.826764",80782,NULL,NULL,NULL,NULL,NULL,NULL,80779,NULL,NULL,6,NULL,NULL
6541,6829,"Eurotium","2011-05-16 13:47:30.834625","2011-05-16 13:47:30.834625",81448,NULL,NULL,NULL,NULL,NULL,NULL,17139,NULL,NULL,5,NULL,NULL
6542,6830,"Gyalectales","2011-05-16 13:47:30.842507","2011-05-16 13:47:30.842507",17140,NULL,NULL,NULL,NULL,NULL,NULL,17021,NULL,NULL,3,NULL,NULL
6543,6831,"Gyalectaceae","2011-05-16 13:47:30.85051","2011-05-16 13:47:30.85051",17141,NULL,NULL,NULL,NULL,NULL,NULL,17140,NULL,NULL,4,NULL,NULL
6544,6832,"Halosphaeriales","2011-05-16 13:47:30.85844","2011-05-16 13:47:30.85844",17142,NULL,NULL,NULL,NULL,NULL,NULL,17021,NULL,NULL,3,NULL,NULL
6545,6833,"Halosphaeriaceae","2011-05-16 13:47:30.866298","2011-05-16 13:47:30.866298",17143,NULL,NULL,NULL,NULL,NULL,NULL,17142,NULL,NULL,4,NULL,NULL
6546,6834,"Halosphaeria","2011-05-16 13:47:30.874218","2011-05-16 13:47:30.874218",81687,NULL,NULL,NULL,NULL,NULL,NULL,17143,NULL,NULL,5,NULL,NULL
6547,6835,"Hypocreales","2011-05-16 13:47:30.882298","2011-05-16 13:47:30.882298",17144,NULL,NULL,NULL,NULL,NULL,NULL,17021,NULL,NULL,3,NULL,NULL
6548,6836,"Clavicipitaceae","2011-05-16 13:47:30.890213","2011-05-16 13:47:30.890213",17145,NULL,NULL,NULL,NULL,NULL,NULL,17144,NULL,NULL,4,NULL,NULL
6549,6837,"Cordyceps","2011-05-16 13:47:30.898071","2011-05-16 13:47:30.898071",81722,NULL,NULL,NULL,NULL,NULL,NULL,17145,NULL,NULL,5,NULL,NULL
6550,6838,"Cordyceps militaris","2011-05-16 13:47:30.905993","2011-05-16 13:47:30.905993",81933,NULL,NULL,NULL,NULL,NULL,NULL,81722,NULL,NULL,6,NULL,NULL
6551,6839,"Claviceps","2011-05-16 13:47:30.913848","2011-05-16 13:47:30.913848",83122,NULL,NULL,NULL,NULL,NULL,NULL,17145,NULL,NULL,5,NULL,NULL
6552,6840,"Hypocreaceae","2011-05-16 13:47:30.921715","2011-05-16 13:47:30.921715",17146,NULL,NULL,NULL,NULL,NULL,NULL,17144,NULL,NULL,4,NULL,NULL
6553,6841,"Hypomyces","2011-05-16 13:47:30.929578","2011-05-16 13:47:30.929578",18723,NULL,NULL,NULL,NULL,NULL,NULL,17146,NULL,NULL,5,NULL,NULL
6554,6842,"Hypomyces rosellus","2011-05-16 13:47:30.937474","2011-05-16 13:47:30.937474",18724,NULL,NULL,NULL,NULL,NULL,NULL,18723,NULL,NULL,6,NULL,NULL
6555,6843,"Hypomyces aurantius","2011-05-16 13:47:30.945366","2011-05-16 13:47:30.945366",80496,NULL,NULL,NULL,NULL,NULL,NULL,18723,NULL,NULL,6,NULL,NULL
6556,6844,"Hypomyces lateritius","2011-05-16 13:47:30.953239","2011-05-16 13:47:30.953239",80893,NULL,NULL,NULL,NULL,NULL,NULL,18723,NULL,NULL,6,NULL,NULL
6557,6845,"Hypomyces chrysospermus","2011-05-16 13:47:30.961228","2011-05-16 13:47:30.961228",82646,NULL,NULL,NULL,NULL,NULL,NULL,18723,NULL,NULL,6,NULL,NULL
6558,6846,"Nectria","2011-05-16 13:47:30.96915","2011-05-16 13:47:30.96915",80278,NULL,NULL,NULL,NULL,NULL,NULL,17146,NULL,NULL,5,NULL,NULL
6559,6847,"Nectria peziza","2011-05-16 13:47:30.977035","2011-05-16 13:47:30.977035",80279,NULL,NULL,NULL,NULL,NULL,NULL,80278,NULL,NULL,6,NULL,NULL
6560,6848,"Nectria cinnabarina","2011-05-16 13:47:30.984922","2011-05-16 13:47:30.984922",81068,NULL,NULL,NULL,NULL,NULL,NULL,80278,NULL,NULL,6,NULL,NULL
6561,6849,"Nectria coccinea","2011-05-16 13:47:30.992769","2011-05-16 13:47:30.992769",81069,NULL,NULL,NULL,NULL,NULL,NULL,80278,NULL,NULL,6,NULL,NULL
6562,6850,"Nectria episphaeria","2011-05-16 13:47:31.000626","2011-05-16 13:47:31.000626",81070,NULL,NULL,NULL,NULL,NULL,NULL,80278,NULL,NULL,6,NULL,NULL
6563,6851,"Nectria flavoviridis","2011-05-16 13:47:31.080071","2011-05-16 13:47:31.080071",81071,NULL,NULL,NULL,NULL,NULL,NULL,80278,NULL,NULL,6,NULL,NULL
6564,6852,"Nectria fuckeliana","2011-05-16 13:47:31.08847","2011-05-16 13:47:31.08847",81072,NULL,NULL,NULL,NULL,NULL,NULL,80278,NULL,NULL,6,NULL,NULL
6565,6853,"Nectria purtonii","2011-05-16 13:47:31.096582","2011-05-16 13:47:31.096582",81073,NULL,NULL,NULL,NULL,NULL,NULL,80278,NULL,NULL,6,NULL,NULL
6566,6854,"Nectria magnusiana","2011-05-16 13:47:31.104687","2011-05-16 13:47:31.104687",81405,NULL,NULL,NULL,NULL,NULL,NULL,80278,NULL,NULL,6,NULL,NULL
6567,6855,"Nectria galligena","2011-05-16 13:47:31.112963","2011-05-16 13:47:31.112963",82383,NULL,NULL,NULL,NULL,NULL,NULL,80278,NULL,NULL,6,NULL,NULL
6568,6856,"Peckiella","2011-05-16 13:47:31.12135","2011-05-16 13:47:31.12135",80289,NULL,NULL,NULL,NULL,NULL,NULL,17146,NULL,NULL,5,NULL,NULL
6569,6857,"Creopus","2011-05-16 13:47:31.129481","2011-05-16 13:47:31.129481",80725,NULL,NULL,NULL,NULL,NULL,NULL,17146,NULL,NULL,5,NULL,NULL
6570,6858,"Creopus gelatinosus","2011-05-16 13:47:31.137591","2011-05-16 13:47:31.137591",80724,NULL,NULL,NULL,NULL,NULL,NULL,80725,NULL,NULL,6,NULL,NULL
6571,6859,"Hypocrea","2011-05-16 13:47:31.14576","2011-05-16 13:47:31.14576",81377,NULL,NULL,NULL,NULL,NULL,NULL,17146,NULL,NULL,5,NULL,NULL
6572,6860,"Hypocrea rufa","2011-05-16 13:47:31.153862","2011-05-16 13:47:31.153862",81378,NULL,NULL,NULL,NULL,NULL,NULL,81377,NULL,NULL,6,NULL,NULL
6573,6861,"Hypocrea citrina","2011-05-16 13:47:31.162094","2011-05-16 13:47:31.162094",82918,NULL,NULL,NULL,NULL,NULL,NULL,81377,NULL,NULL,6,NULL,NULL
6574,6862,"Gibberella","2011-05-16 13:47:31.170262","2011-05-16 13:47:31.170262",81552,NULL,NULL,NULL,NULL,NULL,NULL,17146,NULL,NULL,5,NULL,NULL
6575,6863,"Nectriella","2011-05-16 13:47:31.178268","2011-05-16 13:47:31.178268",81553,NULL,NULL,NULL,NULL,NULL,NULL,17146,NULL,NULL,5,NULL,NULL
6576,6864,"Niessliaceae","2011-05-16 13:47:31.186351","2011-05-16 13:47:31.186351",17147,NULL,NULL,NULL,NULL,NULL,NULL,17144,NULL,NULL,4,NULL,NULL
6577,6865,"Laboulbeniales","2011-05-16 13:47:31.194343","2011-05-16 13:47:31.194343",17148,NULL,NULL,NULL,NULL,NULL,NULL,17021,NULL,NULL,3,NULL,NULL
6578,6866,"Ceratomycetaceae","2011-05-16 13:47:31.20234","2011-05-16 13:47:31.20234",17149,NULL,NULL,NULL,NULL,NULL,NULL,17148,NULL,NULL,4,NULL,NULL
6579,6867,"Helodiomyces","2011-05-16 13:47:31.210301","2011-05-16 13:47:31.210301",81726,NULL,NULL,NULL,NULL,NULL,NULL,17149,NULL,NULL,5,NULL,NULL
6580,6868,"Helodiomyces elegans","2011-05-16 13:47:31.218187","2011-05-16 13:47:31.218187",81806,NULL,NULL,NULL,NULL,NULL,NULL,81726,NULL,NULL,6,NULL,NULL
6581,6869,"Euceratomycetaceae","2011-05-16 13:47:31.226148","2011-05-16 13:47:31.226148",17150,NULL,NULL,NULL,NULL,NULL,NULL,17148,NULL,NULL,4,NULL,NULL
6582,6870,"Euzodiomyces","2011-05-16 13:47:31.23402","2011-05-16 13:47:31.23402",81694,NULL,NULL,NULL,NULL,NULL,NULL,17150,NULL,NULL,5,NULL,NULL
6583,6871,"Euzodiomyces lathrobii","2011-05-16 13:47:31.241895","2011-05-16 13:47:31.241895",81746,NULL,NULL,NULL,NULL,NULL,NULL,81694,NULL,NULL,6,NULL,NULL
6584,6872,"Herpomycetaceae","2011-05-16 13:47:31.249807","2011-05-16 13:47:31.249807",17151,NULL,NULL,NULL,NULL,NULL,NULL,17148,NULL,NULL,4,NULL,NULL
6585,6873,"Laboulbeniaceae","2011-05-16 13:47:31.257655","2011-05-16 13:47:31.257655",17152,NULL,NULL,NULL,NULL,NULL,NULL,17148,NULL,NULL,4,NULL,NULL
6586,6874,"Distolomyces","2011-05-16 13:47:31.265597","2011-05-16 13:47:31.265597",81526,NULL,NULL,NULL,NULL,NULL,NULL,17152,NULL,NULL,5,NULL,NULL
6587,6875,"Distolomyces forficulae","2011-05-16 13:47:31.27353","2011-05-16 13:47:31.27353",81982,NULL,NULL,NULL,NULL,NULL,NULL,81526,NULL,NULL,6,NULL,NULL
6588,6876,"Chitonomyces","2011-05-16 13:47:31.281374","2011-05-16 13:47:31.281374",81527,NULL,NULL,NULL,NULL,NULL,NULL,17152,NULL,NULL,5,NULL,NULL
6589,6877,"Chitonomyces paradoxus","2011-05-16 13:47:31.289245","2011-05-16 13:47:31.289245",81901,NULL,NULL,NULL,NULL,NULL,NULL,81527,NULL,NULL,6,NULL,NULL
6590,6878,"Chitonomyces melanurus","2011-05-16 13:47:31.297266","2011-05-16 13:47:31.297266",81910,NULL,NULL,NULL,NULL,NULL,NULL,81527,NULL,NULL,6,NULL,NULL
6591,6879,"Hydraeomyces","2011-05-16 13:47:31.305152","2011-05-16 13:47:31.305152",81528,NULL,NULL,NULL,NULL,NULL,NULL,17152,NULL,NULL,5,NULL,NULL
6592,6880,"Hydraeomyces halipi","2011-05-16 13:47:31.31311","2011-05-16 13:47:31.31311",81794,NULL,NULL,NULL,NULL,NULL,NULL,81528,NULL,NULL,6,NULL,NULL
6593,6881,"Ilyomyces","2011-05-16 13:47:31.321097","2011-05-16 13:47:31.321097",81529,NULL,NULL,NULL,NULL,NULL,NULL,17152,NULL,NULL,5,NULL,NULL
6594,6882,"Ilyomyces mairei","2011-05-16 13:47:31.329046","2011-05-16 13:47:31.329046",82379,NULL,NULL,NULL,NULL,NULL,NULL,81529,NULL,NULL,6,NULL,NULL
6595,6883,"Dimeromyces","2011-05-16 13:47:31.336945","2011-05-16 13:47:31.336945",81530,NULL,NULL,NULL,NULL,NULL,NULL,17152,NULL,NULL,5,NULL,NULL
6596,6884,"Dimeromyces oochroti","2011-05-16 13:47:31.344925","2011-05-16 13:47:31.344925",81989,NULL,NULL,NULL,NULL,NULL,NULL,81530,NULL,NULL,6,NULL,NULL
6597,6885,"Dimeromyces corynetis","2011-05-16 13:47:31.35283","2011-05-16 13:47:31.35283",81990,NULL,NULL,NULL,NULL,NULL,NULL,81530,NULL,NULL,6,NULL,NULL
6598,6886,"Chaetarthriomyces","2011-05-16 13:47:31.360705","2011-05-16 13:47:31.360705",81531,NULL,NULL,NULL,NULL,NULL,NULL,17152,NULL,NULL,5,NULL,NULL
6599,6887,"Chaetarthriomyces crassappendicatus","2011-05-16 13:47:31.36864","2011-05-16 13:47:31.36864",82031,NULL,NULL,NULL,NULL,NULL,NULL,81531,NULL,NULL,6,NULL,NULL
6600,6888,"Chaetarthriomyces spiralis","2011-05-16 13:47:31.376551","2011-05-16 13:47:31.376551",82032,NULL,NULL,NULL,NULL,NULL,NULL,81531,NULL,NULL,6,NULL,NULL
6601,6889,"Monoicomyces","2011-05-16 13:47:31.384455","2011-05-16 13:47:31.384455",81532,NULL,NULL,NULL,NULL,NULL,NULL,17152,NULL,NULL,5,NULL,NULL
6602,6890,"Monoicomyces sanctae-helenae","2011-05-16 13:47:31.392345","2011-05-16 13:47:31.392345",82345,NULL,NULL,NULL,NULL,NULL,NULL,81532,NULL,NULL,6,NULL,NULL
6603,6891,"Monoicomyces nigrescens","2011-05-16 13:47:31.400215","2011-05-16 13:47:31.400215",82346,NULL,NULL,NULL,NULL,NULL,NULL,81532,NULL,NULL,6,NULL,NULL
6604,6892,"Rhizopodomyces","2011-05-16 13:47:31.408235","2011-05-16 13:47:31.408235",81533,NULL,NULL,NULL,NULL,NULL,NULL,17152,NULL,NULL,5,NULL,NULL
6605,6893,"Rhizopodomyces mexicanus","2011-05-16 13:47:31.416198","2011-05-16 13:47:31.416198",82448,NULL,NULL,NULL,NULL,NULL,NULL,81533,NULL,NULL,6,NULL,NULL
6606,6894,"Cantharomyces","2011-05-16 13:47:31.424162","2011-05-16 13:47:31.424162",81534,NULL,NULL,NULL,NULL,NULL,NULL,17152,NULL,NULL,5,NULL,NULL
6607,6895,"Cantharomyces platystethi","2011-05-16 13:47:31.432108","2011-05-16 13:47:31.432108",82017,NULL,NULL,NULL,NULL,NULL,NULL,81534,NULL,NULL,6,NULL,NULL
6608,6896,"Cantharomyces orientalis","2011-05-16 13:47:31.44005","2011-05-16 13:47:31.44005",82048,NULL,NULL,NULL,NULL,NULL,NULL,81534,NULL,NULL,6,NULL,NULL
6609,6897,"Cantharomyces bordei","2011-05-16 13:47:31.447911","2011-05-16 13:47:31.447911",82583,NULL,NULL,NULL,NULL,NULL,NULL,81534,NULL,NULL,6,NULL,NULL
6610,6898,"Cantharomyces robustus","2011-05-16 13:47:31.455821","2011-05-16 13:47:31.455821",82584,NULL,NULL,NULL,NULL,NULL,NULL,81534,NULL,NULL,6,NULL,NULL
6611,6899,"Aporomyces","2011-05-16 13:47:31.463748","2011-05-16 13:47:31.463748",81535,NULL,NULL,NULL,NULL,NULL,NULL,17152,NULL,NULL,5,NULL,NULL
6612,6900,"Aporomyces szaboi","2011-05-16 13:47:31.544006","2011-05-16 13:47:31.544006",81777,NULL,NULL,NULL,NULL,NULL,NULL,81535,NULL,NULL,6,NULL,NULL
6613,6901,"Rhachomyces","2011-05-16 13:47:31.552407","2011-05-16 13:47:31.552407",81536,NULL,NULL,NULL,NULL,NULL,NULL,17152,NULL,NULL,5,NULL,NULL
6614,6902,"Rhachomyces philonthinus","2011-05-16 13:47:31.560559","2011-05-16 13:47:31.560559",82451,NULL,NULL,NULL,NULL,NULL,NULL,81536,NULL,NULL,6,NULL,NULL
6615,6903,"Rhachomyces lavagnei","2011-05-16 13:47:31.568824","2011-05-16 13:47:31.568824",82452,NULL,NULL,NULL,NULL,NULL,NULL,81536,NULL,NULL,6,NULL,NULL
6616,6904,"Rhachomyces canariensis","2011-05-16 13:47:31.577237","2011-05-16 13:47:31.577237",82453,NULL,NULL,NULL,NULL,NULL,NULL,81536,NULL,NULL,6,NULL,NULL
6617,6905,"Teratomyces","2011-05-16 13:47:31.585387","2011-05-16 13:47:31.585387",81537,NULL,NULL,NULL,NULL,NULL,NULL,17152,NULL,NULL,5,NULL,NULL
6618,6906,"Teratomyces brevicaulis","2011-05-16 13:47:31.593524","2011-05-16 13:47:31.593524",82080,NULL,NULL,NULL,NULL,NULL,NULL,81537,NULL,NULL,6,NULL,NULL
6619,6907,"Corethromyces","2011-05-16 13:47:31.601626","2011-05-16 13:47:31.601626",81538,NULL,NULL,NULL,NULL,NULL,NULL,17152,NULL,NULL,5,NULL,NULL
6620,6908,"Corethromyces scopaei","2011-05-16 13:47:31.609857","2011-05-16 13:47:31.609857",81929,NULL,NULL,NULL,NULL,NULL,NULL,81538,NULL,NULL,6,NULL,NULL
6621,6909,"Corethromyces propinquus","2011-05-16 13:47:31.618002","2011-05-16 13:47:31.618002",81930,NULL,NULL,NULL,NULL,NULL,NULL,81538,NULL,NULL,6,NULL,NULL
6622,6910,"Eucantharomyces","2011-05-16 13:47:31.626185","2011-05-16 13:47:31.626185",81539,NULL,NULL,NULL,NULL,NULL,NULL,17152,NULL,NULL,5,NULL,NULL
6623,6911,"Eucantharomyces singilidis","2011-05-16 13:47:31.634285","2011-05-16 13:47:31.634285",81751,NULL,NULL,NULL,NULL,NULL,NULL,81539,NULL,NULL,6,NULL,NULL
6624,6912,"Misgomyces","2011-05-16 13:47:31.64299","2011-05-16 13:47:31.64299",81540,NULL,NULL,NULL,NULL,NULL,NULL,17152,NULL,NULL,5,NULL,NULL
6625,6913,"Misgomyces dyschirii","2011-05-16 13:47:31.651056","2011-05-16 13:47:31.651056",82351,NULL,NULL,NULL,NULL,NULL,NULL,81540,NULL,NULL,6,NULL,NULL
6626,6914,"Laboulbenia","2011-05-16 13:47:31.659155","2011-05-16 13:47:31.659155",82353,NULL,NULL,NULL,NULL,NULL,NULL,17152,NULL,NULL,5,NULL,NULL
6627,6915,"Laboulbenia orientalis var. italica","2011-05-16 13:47:31.667185","2011-05-16 13:47:31.667185",82183,NULL,NULL,NULL,NULL,NULL,NULL,82353,NULL,NULL,6,NULL,NULL
6628,6916,"Laboulbenia philonthi","2011-05-16 13:47:31.675147","2011-05-16 13:47:31.675147",82354,NULL,NULL,NULL,NULL,NULL,NULL,82353,NULL,NULL,6,NULL,NULL
6629,6917,"Laboulbenia pedicellata","2011-05-16 13:47:31.683056","2011-05-16 13:47:31.683056",82355,NULL,NULL,NULL,NULL,NULL,NULL,82353,NULL,NULL,6,NULL,NULL
6630,6918,"Laboulbenia pasquetti","2011-05-16 13:47:31.690902","2011-05-16 13:47:31.690902",82356,NULL,NULL,NULL,NULL,NULL,NULL,82353,NULL,NULL,6,NULL,NULL
6631,6919,"Laboulbenia orientalis","2011-05-16 13:47:31.698778","2011-05-16 13:47:31.698778",82357,NULL,NULL,NULL,NULL,NULL,NULL,82353,NULL,NULL,6,NULL,NULL
6632,6920,"Laboulbenia ophoni","2011-05-16 13:47:31.706905","2011-05-16 13:47:31.706905",82358,NULL,NULL,NULL,NULL,NULL,NULL,82353,NULL,NULL,6,NULL,NULL
6633,6921,"Laboulbenia nebriae","2011-05-16 13:47:31.71483","2011-05-16 13:47:31.71483",82359,NULL,NULL,NULL,NULL,NULL,NULL,82353,NULL,NULL,6,NULL,NULL
6634,6922,"Laboulbenia flagellata","2011-05-16 13:47:31.722699","2011-05-16 13:47:31.722699",82360,NULL,NULL,NULL,NULL,NULL,NULL,82353,NULL,NULL,6,NULL,NULL
6635,6923,"Laboulbenia fasciculata","2011-05-16 13:47:31.730587","2011-05-16 13:47:31.730587",82361,NULL,NULL,NULL,NULL,NULL,NULL,82353,NULL,NULL,6,NULL,NULL
6636,6924,"Laboulbenia eubradycelli","2011-05-16 13:47:31.738484","2011-05-16 13:47:31.738484",82362,NULL,NULL,NULL,NULL,NULL,NULL,82353,NULL,NULL,6,NULL,NULL
6637,6925,"Laboulbenia egens","2011-05-16 13:47:31.746382","2011-05-16 13:47:31.746382",82363,NULL,NULL,NULL,NULL,NULL,NULL,82353,NULL,NULL,6,NULL,NULL
6638,6926,"Laboulbenia cristata","2011-05-16 13:47:31.754275","2011-05-16 13:47:31.754275",82364,NULL,NULL,NULL,NULL,NULL,NULL,82353,NULL,NULL,6,NULL,NULL
6639,6927,"Laboulbenia casnoniae","2011-05-16 13:47:31.762175","2011-05-16 13:47:31.762175",82365,NULL,NULL,NULL,NULL,NULL,NULL,82353,NULL,NULL,6,NULL,NULL
6640,6928,"Laboulbenia anoplogenii","2011-05-16 13:47:31.770122","2011-05-16 13:47:31.770122",82367,NULL,NULL,NULL,NULL,NULL,NULL,82353,NULL,NULL,6,NULL,NULL
6641,6929,"Laboulbenia proliferans","2011-05-16 13:47:31.777999","2011-05-16 13:47:31.777999",82368,NULL,NULL,NULL,NULL,NULL,NULL,82353,NULL,NULL,6,NULL,NULL
6642,6930,"Laboulbenia baetica","2011-05-16 13:47:31.785891","2011-05-16 13:47:31.785891",82381,NULL,NULL,NULL,NULL,NULL,NULL,82353,NULL,NULL,6,NULL,NULL
6643,6931,"Laboulbenia picardii","2011-05-16 13:47:31.79375","2011-05-16 13:47:31.79375",82395,NULL,NULL,NULL,NULL,NULL,NULL,82353,NULL,NULL,6,NULL,NULL
6644,6932,"Laboulbenia polyphaga","2011-05-16 13:47:31.80161","2011-05-16 13:47:31.80161",82397,NULL,NULL,NULL,NULL,NULL,NULL,82353,NULL,NULL,6,NULL,NULL
6645,6933,"Laboulbenia vulgaris","2011-05-16 13:47:31.809491","2011-05-16 13:47:31.809491",82405,NULL,NULL,NULL,NULL,NULL,NULL,82353,NULL,NULL,6,NULL,NULL
6646,6934,"Laboulbenia slackensis","2011-05-16 13:47:31.817411","2011-05-16 13:47:31.817411",82406,NULL,NULL,NULL,NULL,NULL,NULL,82353,NULL,NULL,6,NULL,NULL
6647,6935,"Laboulbenia siagonae","2011-05-16 13:47:31.825367","2011-05-16 13:47:31.825367",82407,NULL,NULL,NULL,NULL,NULL,NULL,82353,NULL,NULL,6,NULL,NULL
6648,6936,"Laboulbenia rougetii","2011-05-16 13:47:31.833255","2011-05-16 13:47:31.833255",82408,NULL,NULL,NULL,NULL,NULL,NULL,82353,NULL,NULL,6,NULL,NULL
6649,6937,"Laboulbenia proliferans var. interposita","2011-05-16 13:47:31.841121","2011-05-16 13:47:31.841121",82409,NULL,NULL,NULL,NULL,NULL,NULL,82353,NULL,NULL,6,NULL,NULL
6650,6938,"Laboulbenia notiophili","2011-05-16 13:47:31.849043","2011-05-16 13:47:31.849043",83175,NULL,NULL,NULL,NULL,NULL,NULL,82353,NULL,NULL,6,NULL,NULL
6651,6939,"Hydrophilomyces","2011-05-16 13:47:31.856932","2011-05-16 13:47:31.856932",83109,NULL,NULL,NULL,NULL,NULL,NULL,17152,NULL,NULL,5,NULL,NULL
6652,6940,"Hydrophilomyces aduncus","2011-05-16 13:47:31.864868","2011-05-16 13:47:31.864868",83172,NULL,NULL,NULL,NULL,NULL,NULL,83109,NULL,NULL,6,NULL,NULL
6653,6941,"Pyxidiophoraceae","2011-05-16 13:47:31.872886","2011-05-16 13:47:31.872886",17153,NULL,NULL,NULL,NULL,NULL,NULL,17148,NULL,NULL,4,NULL,NULL
6654,6942,"Lahmiales","2011-05-16 13:47:31.880761","2011-05-16 13:47:31.880761",17154,NULL,NULL,NULL,NULL,NULL,NULL,17021,NULL,NULL,3,NULL,NULL
6655,6943,"Lahmiaceae","2011-05-16 13:47:31.888618","2011-05-16 13:47:31.888618",17155,NULL,NULL,NULL,NULL,NULL,NULL,17154,NULL,NULL,4,NULL,NULL
6656,6944,"Lecanorales","2011-05-16 13:47:31.89656","2011-05-16 13:47:31.89656",17156,NULL,NULL,NULL,NULL,NULL,NULL,17021,NULL,NULL,3,NULL,NULL
6657,6945,"Acarosporaceae","2011-05-16 13:47:31.904509","2011-05-16 13:47:31.904509",17157,NULL,NULL,NULL,NULL,NULL,NULL,17156,NULL,NULL,4,NULL,NULL
6658,6946,"Agyriaceae","2011-05-16 13:47:31.912505","2011-05-16 13:47:31.912505",17158,NULL,NULL,NULL,NULL,NULL,NULL,17156,NULL,NULL,4,NULL,NULL
6659,6947,"Alectoriaceae","2011-05-16 13:47:31.92044","2011-05-16 13:47:31.92044",17159,NULL,NULL,NULL,NULL,NULL,NULL,17156,NULL,NULL,4,NULL,NULL
6660,6948,"Arctomiaceae","2011-05-16 13:47:31.928314","2011-05-16 13:47:31.928314",17160,NULL,NULL,NULL,NULL,NULL,NULL,17156,NULL,NULL,4,NULL,NULL
6661,6949,"Arthrodermataceae","2011-05-16 13:47:32.007972","2011-05-16 13:47:32.007972",17161,NULL,NULL,NULL,NULL,NULL,NULL,17156,NULL,NULL,4,NULL,NULL
6662,6950,"Bacidiaceae","2011-05-16 13:47:32.016984","2011-05-16 13:47:32.016984",17162,NULL,NULL,NULL,NULL,NULL,NULL,17156,NULL,NULL,4,NULL,NULL
6663,6951,"Baeomycetaceae","2011-05-16 13:47:32.025379","2011-05-16 13:47:32.025379",17163,NULL,NULL,NULL,NULL,NULL,NULL,17156,NULL,NULL,4,NULL,NULL
6664,6952,"Biatorellaceae","2011-05-16 13:47:32.033481","2011-05-16 13:47:32.033481",17164,NULL,NULL,NULL,NULL,NULL,NULL,17156,NULL,NULL,4,NULL,NULL
6665,6953,"Brigantiaeaceae","2011-05-16 13:47:32.041548","2011-05-16 13:47:32.041548",17165,NULL,NULL,NULL,NULL,NULL,NULL,17156,NULL,NULL,4,NULL,NULL
6666,6954,"Candelariaceae","2011-05-16 13:47:32.04969","2011-05-16 13:47:32.04969",17166,NULL,NULL,NULL,NULL,NULL,NULL,17156,NULL,NULL,4,NULL,NULL
6667,6955,"Catillariaceae","2011-05-16 13:47:32.05791","2011-05-16 13:47:32.05791",17167,NULL,NULL,NULL,NULL,NULL,NULL,17156,NULL,NULL,4,NULL,NULL
6668,6956,"Cladoniaceae","2011-05-16 13:47:32.066082","2011-05-16 13:47:32.066082",17168,NULL,NULL,NULL,NULL,NULL,NULL,17156,NULL,NULL,4,NULL,NULL
6669,6957,"Coccocarpiaceae","2011-05-16 13:47:32.074218","2011-05-16 13:47:32.074218",17169,NULL,NULL,NULL,NULL,NULL,NULL,17156,NULL,NULL,4,NULL,NULL
6670,6958,"Collemataceae","2011-05-16 13:47:32.082309","2011-05-16 13:47:32.082309",17170,NULL,NULL,NULL,NULL,NULL,NULL,17156,NULL,NULL,4,NULL,NULL
6671,6959,"Crocyniaceae","2011-05-16 13:47:32.090437","2011-05-16 13:47:32.090437",17171,NULL,NULL,NULL,NULL,NULL,NULL,17156,NULL,NULL,4,NULL,NULL
