tree_class,nombre,especie,localidad,crop_code,tipo,n
tree_small,B008,roble,CANAR,CA2,CLARO_BORDE,2.3333333333333335
tree_small,B010,roble,CANAR,CA2,CLARO_BORDE,3
tree_small,B011,roble,CANAR,CA2,CLARO_BORDE,4.333333333333333
tree_small,C003,roble,SANJUAN,SJ1,CLARO_BORDE,0.6666666666666666
tree_small,C004,roble,SANJUAN,SJ2,CLARO_BORDE,1
tree_small,C010,roble,SANJUAN,SJ2,CLARO_BORDE,0.3333333333333333
tree_small,P003,roble,CANAR,CA1,CLARO,0.3333333333333333
tree_small,P005,encina,CANAR,CA3,CLARO,0.3333333333333333
tree_small,P007,roble,CANAR,CA2,ROBLEDAL,1
tree_small,P009,roble,CANAR,CA1,CLARO,0.3333333333333333
tree_small,P012,roble,CANAR,CA2,CLARO,0.3333333333333333
tree_small,P017,roble,CANAR,CA2,CLARO,0.6666666666666666
tree_small,P018,roble,CANAR,CA2,CLARO,0.3333333333333333
tree_small,P021,roble,CANAR,CA3,ROBLEDAL,0.3333333333333333
tree_small,P022,roble,CANAR,CA2,ROBLEDAL,0.6666666666666666
tree_small,P023,roble,CANAR,CA3,ROBLEDAL,4.333333333333333
tree_small,P024,roble,CANAR,CA2,ROBLEDAL,1
tree_small,P026,roble,CANAR,CA3,ROBLEDAL,6.666666666666667
tree_small,P027,roble,CANAR,CA2,ROBLEDAL,1
tree_small,P028,roble,CANAR,CA1,ROBLEDAL,1.6666666666666667
tree_small,P030,roble,CANAR,CA1,ROBLEDAL,0.6666666666666666
tree_small,P031,roble,CANAR,CA1,ROBLEDAL,5.666666666666667
tree_small,P033,roble,CANAR,CA2,ROBLEDAL,2.6666666666666665
tree_small,P035,roble,CANAR,CA1,ROBLEDAL,0.6666666666666666
tree_small,P037,roble,CANAR,CA2,ROBLEDAL,0.3333333333333333
